,Address Sender,Address Receiver,Transaction_value
3065,6154425,6462575,0.02
3066,2744377,6462575,3.2699999999999996
3067,2790109,6462575,0.02
3068,2521834,6462575,3.26
3069,984025,6462575,0.02
3070,5959811,6462575,3.25
3071,2794107,6462575,0.02
3072,312514,6462575,3.2399999999999998
3073,2708028,6462575,0.02
3074,1950023,6462575,3.23
3075,6120705,6462575,0.02
3076,6127319,6462575,3.2199999999999998
3077,1292917,6462575,0.02
3078,4301017,6462575,3.21
3079,1275772,6462575,0.02
3080,2224280,6462575,3.1999999999999997
3081,2644635,6462575,0.02
3082,2198231,6462575,3.19
3083,1511440,6462575,0.02
3084,6088535,6462575,3.1799999999999997
3085,2707206,6462575,0.02
3086,214944,6462575,3.17
3087,2129909,6462575,0.02
3088,2373165,6462575,3.1599999999999997
3089,2585732,6462575,0.02
3090,133008,6462575,3.15
3091,4541521,6462575,0.02
3092,5244900,6462575,3.1399999999999997
3093,85952,6462575,0.02
3094,4461103,6462575,3.13
3095,1927136,6462575,0.02
3096,941106,6462575,3.1199999999999997
3097,3066984,6462575,0.02
3098,1517896,6462575,3.11
3099,5128440,6462575,0.02
3100,2161340,6462575,3.0999999999999996
3101,2980837,6462575,0.02
3102,3453353,6462575,3.09
3103,5373682,6462575,0.02
3104,353002,6462575,3.0799999999999996
3105,3006340,6462575,0.02
3106,1547848,6462575,3.07
3107,654255,6462575,0.02
3108,344379,6462575,3.0599999999999996
3109,3633730,6462575,0.02
3110,1319244,6462575,3.05
3111,6211355,6462575,0.02
3112,6178733,6462575,3.0399999999999996
3113,2930368,6462575,0.02
3114,2690182,6462575,3.03
3115,1206047,6462575,0.02
3116,27282,6462575,3.0199999999999996
3117,4022595,6462575,0.02
3118,420527,6462575,3.01
3119,2602237,6462575,0.02
3120,1598121,6462575,3.0
3121,1117787,6462575,0.02
3122,2341199,6462575,2.9899999999999998
3123,1651438,6462575,0.02
3124,1956583,6462575,2.98
3125,2430346,6462575,0.02
3126,4178096,6462575,2.9699999999999998
3127,6352088,6462575,0.02
3128,2717416,6462575,2.96
3129,742555,6462575,0.02
3130,5571361,6462575,2.9499999999999997
3131,4507360,6462575,0.02
3132,1531650,6462575,2.94
3133,571276,6462575,0.02
3134,5034636,6462575,2.9299999999999997
3135,2110579,6462575,0.02
3136,4900204,6462575,2.92
3137,316967,6462575,0.02
3138,3993329,6462575,2.9099999999999997
3139,5312394,6462575,0.02
3140,2013891,6462575,2.9
3141,4913351,6462575,0.02
3142,3447450,6462575,2.8899999999999997
3143,85728,6462575,0.02
3144,3251778,6462575,2.88
3145,1967416,6462575,0.02
3146,4455896,6462575,2.8699999999999997
3147,5620322,6462575,0.02
3148,5728162,6462575,2.86
3149,3674590,6462575,0.02
3150,1340069,6462575,2.8499999999999996
3151,330229,6462575,0.02
3152,465526,6462575,2.84
3153,1667119,6462575,0.02
3154,2990504,6462575,2.8299999999999996
3155,1454416,6462575,0.02
3156,4787467,6462575,2.82
3157,1016306,6462575,0.02
3158,4812501,6462575,2.8099999999999996
3159,5617471,6462575,0.02
3160,3426559,6462575,2.8
3161,4210177,6462575,0.02
3162,1302595,6462575,2.7899999999999996
3163,5754999,6462575,0.02
3164,3783536,6462575,2.78
3165,4166204,6462575,0.02
3166,4459215,6462575,2.7699999999999996
3167,2231697,6462575,0.02
3168,1561926,6462575,2.76
3169,3353644,6462575,0.02
3170,466664,6462575,2.75
3171,4859100,6462575,0.02
3172,6037115,6462575,2.7399999999999998
3173,5448087,6462575,0.02
3174,549306,6462575,2.73
3175,3484418,6462575,0.02
3176,2450617,6462575,2.7199999999999998
3177,1974342,6462575,0.02
3178,3953632,6462575,2.71
3179,6286213,6462575,0.02
3180,889731,6462575,2.6999999999999997
3181,5769692,6462575,0.02
3182,2397471,6462575,2.69
3183,674918,6462575,0.02
3184,2800569,6462575,2.6799999999999997
3185,3642065,6462575,0.02
3186,2938802,6462575,2.67
3187,694870,6462575,0.02
3188,1933978,6470271,31.209999999999997
3189,6470271,6462575,0.02
3190,4817021,6462575,2.65
3191,145166,6462575,0.02
3192,2568311,6462575,2.6399999999999997
3193,6126793,6462575,0.02
3194,2452306,6462575,2.63
3195,97775,6462575,0.02
3196,1222936,6462575,2.6199999999999997
3197,722372,6462575,0.02
3198,3353096,6462575,2.61
3199,6380347,6462575,0.02
3200,691154,6462575,2.5999999999999996
3201,2066419,6462575,0.02
3202,3939087,6462575,2.59
3203,6436716,6462575,0.02
3204,4155304,6462575,2.5799999999999996
3205,517945,6462575,0.02
3206,1182008,6462575,2.57
3207,4350351,6462575,0.02
3208,2423039,6462575,2.5599999999999996
3209,3842223,6462575,0.02
3210,2395704,6462575,2.55
3211,1045219,6462575,0.02
3212,5664335,6462575,2.5399999999999996
3213,1829110,6462575,0.02
3214,23311,6462575,2.53
3215,1909277,6462575,0.02
3216,4154176,6462575,2.5199999999999996
3217,3419011,6462575,0.02
3218,747195,6462575,2.51
3219,1581670,6462575,0.02
3220,3698243,6462575,2.5
3221,4840731,6462575,0.02
3222,849216,6462575,2.4899999999999998
3223,1009871,6462575,0.02
3224,1758950,6462575,2.48
3225,1422929,6462575,0.02
3226,568495,6462575,2.4699999999999998
3227,462915,6462575,0.02
3228,931941,6462575,2.46
3229,3026677,6462575,0.02
3230,4463524,6462575,2.4499999999999997
3231,2931311,6462575,0.02
3232,509514,6462575,2.44
3233,1729089,6462575,0.02
3234,1216863,6462575,2.4299999999999997
3235,4620519,6462575,0.02
3236,5548180,6462575,2.42
3237,3902106,6462575,0.02
3238,4095102,6462575,2.4099999999999997
3239,4065527,6462575,0.02
3240,1390927,6462575,2.4
3241,372819,6462575,0.02
3242,2996882,6462575,2.3899999999999997
3243,2109626,6462575,0.02
3244,4657353,6462575,2.38
3245,5530275,6462575,0.02
3246,2462264,6462575,2.3699999999999997
3247,3593466,6462575,0.02
3248,1411889,6462575,2.36
3249,3943314,6462575,0.02
3250,3383053,6462575,2.3499999999999996
3251,2781609,6462575,0.02
3252,5991608,6462575,2.34
3253,2567127,6462575,0.02
3254,2903684,6462575,2.3299999999999996
3255,2973768,6462575,0.02
3256,6261663,6462575,2.32
3257,2914682,6462575,0.02
3258,1523388,6462575,2.3099999999999996
3259,4613925,6462575,0.02
3260,4377554,6462575,2.3
3261,4024341,6462575,0.02
3262,1310699,6462575,2.2899999999999996
3263,5468440,6462575,0.02
3264,2786014,6462575,2.28
3265,1830035,6462575,0.02
3266,5831982,6462575,2.2699999999999996
3267,262860,6462575,0.02
3268,3598265,6462575,2.26
3269,5456808,6462575,0.02
3270,1316217,6462575,2.25
3271,3156709,6462575,0.02
3272,406084,6462575,2.2399999999999998
3273,1136345,6462575,0.02
3274,5851933,6462575,2.23
3275,696297,6462575,0.02
3276,4420110,6462575,2.2199999999999998
3277,2726804,6462575,0.02
3278,1421068,6462575,2.21
3279,5231114,6462575,0.02
3280,4103483,6462575,2.1999999999999997
3281,3219249,6462575,0.02
3282,5243392,6462575,2.19
3283,3416723,6462575,0.02
3284,5402245,6462575,2.1799999999999997
3285,4706024,6462575,0.02
3286,4988692,6462575,2.17
3287,390531,6462575,0.02
3288,3932320,6462575,2.1599999999999997
3289,371928,6462575,0.02
3290,5938831,6462575,2.15
3291,331589,6462575,0.02
3292,6006114,6462575,2.1399999999999997
3293,2914711,6462575,0.02
3294,2651767,6462575,2.13
3295,1002575,6462575,0.02
3296,2060707,6462575,2.1199999999999997
3297,4053507,6462575,0.02
3298,275807,6462575,2.11
3299,2925983,6462575,0.02
3300,4610892,6462575,2.0999999999999996
3301,1090662,6462575,0.02
3302,6329331,6462575,2.09
3303,688405,6462575,0.02
3304,139865,6462575,2.0799999999999996
3305,2588908,6462575,0.02
3306,3547641,6462575,2.07
3307,6411250,6462575,0.02
3308,4884719,6462575,2.0599999999999996
3309,588415,6462575,0.02
3310,6245351,6462575,2.05
3311,478550,6462575,0.02
3312,3032000,6462575,2.0399999999999996
3313,600414,6462575,0.02
3314,5943797,6462575,2.03
3315,5969489,6462575,0.02
3316,2987108,6462575,2.0199999999999996
3317,5489886,6462575,0.02
3318,3515080,6462575,2.01
3319,1109717,6462575,0.02
3320,3452769,6462575,2.0
3321,4082884,6462575,0.02
3322,5083033,6462575,1.99
3323,4614295,6462575,0.02
3324,5285165,6462575,1.98
3325,2823460,6462575,0.02
3326,4732427,6462575,1.97
3327,5943209,6462575,0.02
3328,1159620,6462575,1.96
3329,2136934,6462575,0.02
3330,4125527,6462575,10.0
3331,1784665,6462575,0.02
3332,486720,6462575,1.95
3333,2175636,6462575,0.02
3334,4613163,6462575,9.99
3335,6340526,6462575,0.02
3336,3283478,6462575,1.94
3337,2779853,6480136,27.080000000000002
3338,6480136,6462575,9.98
3339,458160,6462575,0.02
3340,306454,6462575,1.93
3341,765638,6462575,0.02
3342,1234574,6462575,1.92
3343,5557242,6462575,0.02
3344,260762,6462575,9.97
3345,395300,6462575,0.02
3346,4286861,6462575,9.959999999999999
3347,2623300,6462575,0.02
3348,847794,6462575,1.91
3349,3358498,6462575,0.02
3350,3031093,6462575,9.95
3351,6154053,6462575,0.02
3352,1971462,6462575,1.9
3353,1632818,6462575,0.02
3354,1279448,6462575,9.94
3355,185510,6462575,0.02
3356,6191437,6462575,1.89
3357,3497419,6462575,0.02
3358,2745651,6462575,9.93
3359,1813519,6462575,0.02
3360,6178380,6462575,1.8800000000000001
3361,1581829,6462575,0.02
3362,5232902,6462575,9.92
3363,4221315,6462575,0.02
3364,76481,6462575,9.91
3365,3370840,6462575,0.02
3366,3638313,6462575,1.87
3367,4413201,6462575,0.02
3368,5738055,6462575,9.9
3369,3982593,6462575,0.02
3370,2376239,6462575,9.89
3371,727101,6462575,0.02
3372,4547928,6462575,9.879999999999999
3373,1811825,6462575,0.02
3374,93101,6462575,1.86
3375,3954620,6462575,0.02
3376,5477910,6462575,0.02
3377,3811663,6462575,9.87
3378,873754,6462575,9.86
3379,5337293,6462575,0.02
3380,5856924,6462575,1.85
3381,6371958,6462575,0.02
3382,6043372,6462575,1.84
3383,647418,6462575,0.02
3384,2170146,6462575,1.83
3385,3610543,6462575,0.02
3386,4760272,6462575,9.85
3387,2734898,6462575,0.02
3388,817561,6462575,1.82
3389,4367293,6462575,0.02
3390,662057,6462575,9.84
3391,4174869,6462575,0.02
3392,4700318,6462575,1.81
3393,2892890,6462575,0.02
3394,5225645,6462575,1.8
3395,1184606,6462575,0.02
3396,3552832,6462575,1.79
3397,4797346,6462575,0.02
3398,1896381,6462575,9.83
3399,2367464,6462575,0.02
3400,3895730,6462575,1.78
3401,1381833,6462575,0.02
3402,4779506,6462575,9.82
3403,1275401,6462575,0.02
3404,2927934,6462575,1.77
3405,6296652,6462575,0.02
3406,2745101,6462575,9.81
3407,2315605,6462575,0.02
3408,4315336,6462575,9.799999999999999
3409,3994619,6462575,0.02
3410,6376791,6462575,9.79
3411,1752685,6462575,0.02
3412,3377570,6462575,1.76
3413,4472748,6462575,0.02
3414,5752195,6462575,9.78
3415,94806,6462575,0.02
3416,2774758,6462575,1.75
3417,711642,6462575,0.02
3418,6317130,6462575,9.77
3419,5845465,6462575,0.02
3420,3256662,6462575,1.74
3421,3369193,6462575,0.02
3422,4351983,6462575,9.76
3423,1175452,6462575,0.02
3424,5606988,6462575,1.73
3425,4827040,6462575,0.02
3426,4924356,6462575,9.75
3427,732355,6462575,0.02
3428,2388763,6462575,9.74
3429,6203827,6462575,0.02
3430,5999691,6462575,1.72
3431,3477628,6462575,0.02
3432,5219279,6462575,9.73
3433,2094082,6462575,0.02
3434,3537108,6462575,1.71
3435,4438670,6462575,0.02
3436,192475,6462575,9.72
3437,1231753,6462575,0.02
3438,775331,6462575,9.709999999999999
3439,1100148,6462575,0.02
3440,6026470,6462575,1.7
3441,5996511,6462575,0.02
3442,1185635,6462575,9.7
3443,2763847,6462575,0.02
3444,5197392,6462575,1.69
3445,1037967,6462575,0.02
3446,2472280,6462575,9.69
3447,5592459,6462575,0.02
3448,2934126,6462575,1.68
3449,2832759,6462575,0.02
3450,2510734,6462575,1.67
3451,3300914,6462575,0.02
3452,345674,6462575,1.66
3453,712605,6462575,0.02
3454,417629,6462575,9.68
3455,126422,6462575,0.02
3456,4599890,6462575,9.67
3457,5021285,3943443,18.01
3458,3943443,2763033,3.6399999999999997
3459,1746420,1171975,0.01
3460,880720,6462575,0.02
3461,3339179,6253794,10.620000000000001
3462,5554320,4125862,6.62
3463,5554320,4385254,7.01
3464,1721640,3339179,9.63
3465,4385254,4806539,3.61
3466,6462575,880720,1.61
3467,2469748,5641170,21.01
3468,1853530,5719359,9.61
3469,2346100,4682934,1.6
3470,880720,6462575,9.6
3471,5779739,2778286,1.59
3472,4415432,4691011,0.01
3473,1955483,2778286,26.58
3474,2778286,4691011,0.01
3475,1508520,1235130,9.59
3476,769218,1654450,9.58
3477,2778286,4691011,23.01
3478,4691011,2778286,1.56
3479,1171975,6462575,9.57
3480,2778286,4346608,20.01
3481,6275607,4939172,9.56
3482,547014,6462575,10.01
3483,517587,2947992,9.55
3484,1853530,5755081,0.01
3485,1171975,6387723,39.54
3486,1235130,6047423,0.01
3487,6047423,3531861,22.729999999999997
3488,1853530,6307226,100.0
3489,1014957,3185442,1.53
3490,3185442,335022,0.01
3491,966295,4204927,0.01
3492,4301238,5107113,14.51
3493,6047423,3339179,90.86
3494,3905439,4556846,727.8
3495,6462575,3195692,9.5
3496,1421439,3149613,9.49
3497,3128485,2557922,40.01
3498,880720,6462575,0.01
3499,4563172,5107113,1.49
3500,4717836,2346100,0.01
3501,2346100,3628598,1.48
3502,3628598,2346100,0.01
3503,2346100,2489243,9.48
3504,2489243,2346100,0.01
3505,2346100,2346100,1.47
3506,2346100,2346100,0.01
3507,2346100,4304492,9.47
3508,4304492,2346100,0.01
3509,2346100,4225578,1.46
3510,4225578,4844350,150.01
3511,6047423,6071166,17.560000000000002
3512,4844350,2346100,0.01
3513,792717,5269884,50.45
3514,5269884,5533389,58.44
3515,5533389,5664623,39.01
3516,5664623,3294054,1.44
3517,2346100,3279387,125.01
3518,2346100,1661951,1.43
3519,3368387,4473190,0.01
3520,4707441,3650788,57.44
3521,3650788,1503855,47.01
3522,1259972,3888367,1.42
3523,3888367,5554320,13.01
3524,3279387,2046084,25.01
3525,1503855,5998363,55.42
3526,1661951,2346100,0.01
3527,5998363,4792012,45.01
3528,4792012,4459386,53.41
3529,4459386,4581803,43.01
3530,4581803,1841216,51.4
3531,1841216,2969677,41.01
3532,2969677,4917757,41.4
3533,4917757,1295962,39.01
3534,1295962,1119042,10.39
3535,624778,1119042,1.01
3536,1092877,3347961,45.38
3537,3347961,2360754,35.01
3538,2360754,5055701,43.37
3539,5055701,2283324,33.01
3540,2283324,4166497,31.39
3541,636952,2657201,0.01
3542,4166497,4416030,39.349999999999994
3543,4416030,1119042,0.01
3544,2346100,3784115,109.35
3545,3784115,1098285,33.01
3546,1119042,1119042,1.38
3547,1119042,1119042,0.01
3548,1119042,1119042,9.34
3549,1119042,1119042,0.01
3550,1119042,1119042,9.32
3551,1119042,1119042,0.01
3552,1119042,1119042,1.36
3553,970439,3146049,0.01
3554,1098285,2346100,0.01
3555,2346100,4392489,129.23
3556,3231818,4279301,0.01
3557,1693589,2346100,1.26
3558,59213,6285383,0.01
3559,2346100,4832439,9.21
3560,1880702,866953,0.01
3561,847131,1393769,25.01
3562,866953,4691011,14.2
3563,961433,2778286,0.01
3564,2778286,2778286,1.23
3565,1393769,2238640,10.01
3566,2778286,2778286,1.22
3567,866953,2778286,0.01
3568,4832439,3519088,9.19
3569,3519088,4832439,0.01
3570,5750454,1990211,802.21
3571,2441327,880720,0.01
3572,880720,6462575,0.01
3573,2386730,5177572,9.16
3574,5177572,1917810,0.01
3575,5563447,3024378,0.01
3576,6462575,880720,9.15
3577,880720,6462575,6.18
3578,4639535,6006696,47.01
3579,6006696,4486836,10.14
3580,3666207,4486836,1.01
3581,3854742,4486836,9.23
3582,3400898,4486836,0.02
3583,1689208,6134562,1.17
3584,3378123,5933300,46.03
3585,5933300,6423622,44.86
3586,6423622,6113077,53.93
3587,6113077,4486836,0.08
3588,4353785,5862094,45.81
3589,5862094,4486836,0.08
3590,6047423,5801286,9.579999999999998
3591,4108863,1311484,0.01
3592,510140,5543734,1000.01
3593,3294054,1738004,17.6
3594,5543734,510140,0.01
3595,5563447,3024378,1.12
3596,1119042,1452741,10.049999999999999
3597,3024378,4832439,9.09
3598,1119042,1980471,49.01
3599,1119042,6434361,49.01
3600,1119042,1960347,49.01
3601,1119042,5851349,49.01
3602,1119042,1496463,49.01
3603,3330074,88613,0.01
3604,749342,3502342,4.390000000000001
3605,3502342,1280637,0.01
3606,1280637,88613,1.05
3607,88613,1280637,0.01
3608,1280637,88613,9.07
3609,88613,6396603,0.05
3610,2976902,6396603,9.1
3611,513553,2944261,0.01
3612,1247314,1280637,2.29
3613,3502342,3519025,67.7
3614,88613,6396603,0.01
3615,328584,6396603,9.33
3616,6396603,983567,0.01
3617,983567,3502342,6.02
3618,6314808,2395183,0.02
3619,1156360,1389094,10.04
3620,510140,5543734,0.01
3621,2395183,1280637,1.0
3622,3502342,5100225,4.029999999999999
3623,5100225,3607707,12.059999999999999
3624,3607707,3870603,2.0399999999999996
3625,3870603,1960224,2.0300000000000002
3626,1597979,6462575,55.01
3627,6047423,5149726,17.369999999999997
3628,1960224,4817804,1.04
3629,1171975,3046756,9.01
3630,4817804,3860596,10.01
3631,4108863,3668646,0.01
3632,2725,1119042,8.98
3633,1466021,5499663,43.61
3634,4486836,2954769,0.97
3635,4486836,2954769,0.01
3636,1853530,473794,0.96
3637,3860596,5412939,1.02
3638,209681,6388373,0.14
3639,3339179,1721640,0.01
3640,209681,1738004,8.96
3641,1119042,4292127,49.01
3642,510140,5476218,1.06
3643,1721640,1235130,0.01
3644,1235130,6047423,8.94
3645,360157,6462575,1.01
3646,5412939,5934109,1.9300000000000002
3647,1367642,510140,0.01
3648,510140,5543734,1000.92
3649,948365,233833,0.01
3650,5934109,5916656,1.0
3651,3666118,3103525,8.13
3652,5543734,510140,0.01
3653,2956264,785754,2.88
3654,785754,4779229,1.99
3655,261049,3395332,8.92
3656,5916656,2205703,1.8599999999999999
3657,209681,1224086,0.01
3658,3024378,5314448,1808.9
3659,1527100,4540750,2000.01
3660,1224086,4540750,20681.89
3661,5499663,4486836,1.01
3662,2954769,4486836,0.85
3663,63176,4077958,0.01
3664,3566407,2032767,8.87
3665,2032767,6063078,1.8399999999999999
3666,5314448,5040249,1626.01
3667,2858462,1810156,55.86
3668,1674729,61026,0.01
3669,1853530,1144580,0.83
3670,1323155,4474903,0.01
3671,6077996,4474903,8.84
3672,4474903,1323155,0.01
3673,1323155,4474903,8.83
3674,5230964,726136,0.01
3675,4090401,2058745,0.79
3676,1853530,5867207,0.01
3677,3278336,4834297,44.77
3678,1614294,6462575,0.01
3679,5312953,5313487,58.79
3680,5040249,4540750,522.01
3681,2566141,669148,0.76
3682,5313487,669148,0.01
3683,1727325,1349546,8.8
3684,669148,1349546,0.01
3685,1323155,4474903,0.75
3686,2356232,3024378,0.01
3687,669148,4628044,0.73
3688,1853530,6220684,0.01
3689,1323155,4474903,8.79
3690,4628044,669148,0.01
3691,209681,1224086,0.72
3692,3395332,4628044,0.01
3693,1349546,1349546,0.7
3694,4628044,4628044,8.77
3695,1349546,669148,0.01
3696,4628044,4628044,0.69
3697,4628044,669148,0.01
3698,4474903,4070520,8.76
3699,669148,5311533,0.67
3700,669148,5311533,0.01
3701,2098816,1459373,48.01
3702,1332579,3836909,10.74
3703,2205703,5442126,1.62
3704,209681,1224086,0.01
3705,2291233,530454,0.62
3706,1323155,4474903,8.66
3707,5442126,5912134,0.97
3708,1636034,1377943,0.59
3709,5563447,3024378,0.01
3710,4474903,4070520,0.58
3711,1323155,4474903,0.01
3712,5563447,3024378,0.01
3713,1323155,4474903,8.64
3714,1377943,4852764,1.0
3715,4832439,2834983,0.57
3716,5177572,827271,0.01
3717,4070520,3731247,0.01
3718,209681,329785,8.63
3719,499490,4540750,0.01
3720,4540750,562658,5122.01
3721,1323155,4474903,8.58
3722,4108863,30025,8.57
3723,3492337,6462575,0.53
3724,234902,4489373,0.01
3725,1738004,1857510,0.52
3726,4489373,3209703,0.01
3727,3209703,4117670,0.51
3728,5177572,2132591,0.01
3729,769218,6000970,8.82
3730,205020,5178773,8.55
3731,4820028,5539070,0.01
3732,4850664,4850664,0.01
3733,2763033,4850664,38.99
3734,2269357,5343811,25.53
3735,4850664,4647346,0.01
3736,2046169,1436723,0.48
3737,783010,4850664,375.47
3738,3313077,4850664,0.01
3739,6271991,4315999,0.01
3740,2079943,6027934,9.51
3741,999839,4850664,750.01
3742,4850664,2218544,258.49
3743,2218544,4850664,28.48
3744,4850664,1150254,200.01
3745,1150254,4850664,8.47
3746,4850664,4813528,2.01
3747,4850664,6022022,136.92
3748,201324,1695926,300.01
3749,424070,2745488,0.01
3750,4798235,4850664,0.43
3751,4850664,4224680,8.44
3752,1323155,4474903,0.01
3753,1225760,517587,8.43
3754,711246,1040961,0.01
3755,1323155,4474903,0.01
3756,4486836,5499199,0.01
3757,4486836,5499199,0.38
3758,3894438,4486836,1.01
3759,1048387,5611655,8.82
3760,1738004,5061317,20.720000000000002
3761,873563,5618306,8.41
3762,4486836,5618306,0.03
3763,1323155,4474903,8.4
3764,5612,5618306,0.02
3765,1349546,1377943,0.32
3766,573470,233833,0.01
3767,1323155,4474903,8.39
3768,769218,5279683,0.3
3769,863998,669148,0.01
3770,1459373,1323128,42.01
3771,3103525,399637,8.479999999999999
3772,539492,1618217,0.27
3773,726136,141907,0.24
3774,6047423,530454,8.33
3775,4108863,3099405,0.01
3776,1323155,4474903,8.31
3777,5177572,6350318,303.78999999999996
3778,2629860,3564350,8.3
3779,5568823,4850664,500.84
3780,4486836,5618306,0.71
3781,4486836,5618306,0.01
3782,1618217,3883086,4429.7699999999995
3783,562658,5775988,7.56
3784,1323155,4474903,0.01
3785,5552719,2186293,0.18
3786,6462575,1433981,7.4
3787,4440379,6462575,46.31
3788,1433981,6175711,40.01
3789,4478898,1871791,0.01
3790,6462575,880720,4.27
3791,880720,6462575,1.3900000000000001
3792,1323155,4474903,0.01
3793,6047423,530454,31.06
3794,3797793,6462575,0.38
3795,1853530,5132135,0.01
3796,2184240,6462575,0.37
3797,4045550,5081192,0.01
3798,6003380,4451935,0.36
3799,3046756,4182941,0.01
3800,5618306,1403054,0.01
3801,1403054,5618306,31.05
3802,2387461,4865108,26.610000000000003
3803,1289285,6462575,31.04
3804,1323155,4474903,0.01
3805,1403054,5618306,1.01
3806,2672902,5618306,2.3
3807,3800328,5618306,1.01
3808,903460,5618306,32.0
3809,5189469,5618306,1.01
3810,1405625,5618306,2.29
3811,1924429,3363535,0.01
3812,1853530,2688261,30.99
3813,1323155,4474903,0.01
3814,3179307,2894868,0.28
3815,669148,1618217,0.01
3816,669148,1618217,30.97
3817,3857463,5618306,1.01
3818,896843,5618306,31.96
3819,546069,5618306,0.11
3820,3848982,5618306,0.37
3821,5618306,1403054,0.01
3822,6275607,92121,30.95
3823,1871791,4233166,0.01
3824,530454,5311533,3982.0
3825,3339179,1816224,3.92
3826,560809,6468933,49.24
3827,5968109,2509335,0.01
3828,1323155,4474903,0.01
3829,1323128,1476070,40.9
3830,4912367,2993405,10.01
3831,1924429,6465221,0.01
3832,3363535,5949759,80.01
3833,1853530,956577,0.01
3834,530454,4529817,357.92
3835,1924429,4622776,0.01
3836,2993405,1924429,30.88
3837,1924429,1707175,0.21
3838,1707175,5347209,20.01
3839,1924429,4617104,30.87
3840,4617104,3438803,0.01
3841,5949759,1924429,0.2
3842,1924429,1530797,30.01
3843,5761590,5314978,0.2
3844,3360171,6296736,49.97
3845,2187346,5836998,79.84
3846,5836998,6243424,78.83
3847,5314978,144797,0.01
3848,669148,1963172,0.01
3849,144797,1963172,0.18
3850,144797,5314978,30.84
3851,144797,2187346,0.01
3852,5314978,2187346,30.83
3853,1963172,5568354,0.01
3854,995699,3165197,39.82
3855,5568354,1853530,0.17
3856,1323155,4474903,0.01
3857,1963172,144797,0.01
3858,6243424,5314978,31.8
3859,1454531,2125819,1.01
3860,144797,2125819,0.16
3861,5314978,2125819,0.01
3862,2125819,1963172,0.15
3863,2125819,1963172,0.01
3864,1963172,2364189,0.01
3865,1963172,5599522,1.1400000000000001
3866,4532278,1963172,0.01
3867,5599522,921196,0.13
3868,921196,1963172,0.01
3869,1853530,4623372,0.12
3870,1323155,4474903,0.01
3871,2894868,4881891,4.01
3872,3787295,344578,30.76
3873,329785,1476070,0.01
3874,3731247,4070520,30.74
3875,1963172,2495678,0.01
3876,2627930,2302140,30.69
3877,2495678,1963172,0.01
3878,1323155,4474903,0.03
3879,2302140,4422944,30.68
3880,2364189,1963172,0.01
3881,4850664,1778088,476.57
3882,9630,4850664,24.01
3883,1738004,863998,30.67
3884,88613,5311533,3.01
3885,4543068,4850664,30.66
3886,1654450,3114681,0.01
3887,6462575,1616812,30.65
3888,1616812,5568354,5777.01
3889,5568354,1963172,29.99
3890,1762548,6205664,250.01
3891,6205664,1963172,0.01
3892,5144300,615205,29.97
3893,167000,6178597,0.72
3894,1853530,6027094,0.01
3895,3438803,4850664,29.95
3896,1323155,4474903,0.01
3897,3709617,5586146,29.9
3898,3709617,4009117,0.01
3899,3114681,5208663,1829.88
3900,863998,4659046,38.37
3901,863998,2299856,129.87
3902,1377943,2299856,0.01
3903,6047423,530454,0.01
3904,2299856,5232034,0.01
3905,3475377,6294628,34.82
3906,238705,1526085,10.01
3907,892214,2370242,49.81
3908,1323155,4474903,0.01
3909,6175711,1433981,29.79
3910,2197147,4108863,0.01
3911,4108863,1584570,29.78
3912,1323155,4474903,29.77
3913,863998,2299856,29.76
3914,3917611,4474903,0.01
3915,1119443,4474903,29.75
3916,2299856,5232034,0.01
3917,433195,6211509,59.739999999999995
3918,5232034,2299856,0.01
3919,2299856,5232034,29.73
3920,6296406,3934170,1.01
3921,5967455,1963172,29.72
3922,4192849,2324412,33.51
3923,3934170,1877353,0.01
3924,6462575,4823055,29.63
3925,1323155,4474903,0.01
3926,450512,4779274,0.23
3927,1403054,3927043,0.01
3928,5618306,1403054,29.58
3929,5618306,1403054,0.01
3930,1403054,5497474,29.57
3931,843244,5497474,1.01
3932,1403054,5497474,29.56
3933,41866,5497474,1.01
3934,2568234,5497474,30.05
3935,176787,5497474,0.51
3936,5618306,1403054,29.54
3937,5618306,1403054,0.01
3938,1403054,5497474,29.53
3939,5497474,1403054,0.01
3940,3927043,1403054,29.52
3941,1403054,5497474,0.51
3942,1403054,4807050,29.51
3943,1403054,5497474,0.01
3944,3564368,5497474,30.5
3945,1086948,5384312,0.01
3946,2370242,3704538,29.49
3947,1323155,4474903,0.01
3948,3934170,1233337,0.01
3949,2509335,3934170,1.01
3950,5232034,2206062,29.45
3951,329785,2299856,0.01
3952,1280637,4454108,0.01
3953,4779274,1280637,29.430000000000003
3954,3934170,2509335,0.01
3955,3294054,329785,2529.41
3956,1323155,4474903,0.01
3957,2206062,2492042,357.61
3958,3180019,1992948,30.98
3959,1237379,463096,13.02
3960,1377943,2448566,179.38
3961,3165197,4857656,0.01
3962,441735,6100957,123.13000000000001
3963,5232034,5140243,68.83
3964,6047423,530454,0.01
3965,4166176,4832439,39.87
3966,838976,4832439,34.32
3967,3012619,6088371,44.87
3968,4279301,4832439,100.02000000000001
3969,3094925,6279102,1.0
3970,329785,1476070,29.29
3971,100880,2606936,15654.36
3972,329785,5130594,33.28
3973,1323155,4474903,29.27
3974,4659046,3725573,0.01
3975,4832439,2305396,48.199999999999996
3976,2106263,3734758,156.07999999999998
3977,1853530,2272438,29.23
3978,2606936,4097719,5683.570000000001
