,Address Sender,Address Receiver,Transaction_value
7036,1887190,1506427,5755.0
7037,5523003,4780457,5.0
7038,670344,6303035,5.0
7039,3835092,4198223,4660.0
7040,1642983,3835092,4650.0
7041,1506427,5341226,1095.0
7042,5341226,2933029,1090.0
7043,4198223,5634976,4645.0
7044,5634976,3835092,5.0
7045,3835092,5044063,4640.0
7046,5044063,3835092,5.0
7047,2933029,3593200,5715.0
7048,3593200,3115032,4635.0
7049,2365988,3119496,10.0
7050,2906291,4990253,205.0
7051,5287808,6275607,4626.0
7052,4155539,3359220,10.0
7053,2114770,2718807,5675.0
7054,1438156,1438156,5.0
7055,2718807,4026996,5665.0
7056,4026996,6468038,10.0
7057,5662820,1905757,5650.0
7058,1905757,5378887,1040.0
7059,5378887,4168588,5635.0
7060,4168588,3136275,10.0
7061,2051918,654002,4605.0
7062,189553,5798306,10.0
7063,5319341,5564963,4600.0
7064,453574,4226724,10.0
7065,1590170,2309259,5590.0
7066,2309259,4648332,1000.0
7067,4648332,2275243,4590.0
7068,3115032,2131822,6.0
7069,851757,5656751,5565.0
7070,5656751,1505515,985.0
7071,1505515,5825663,4580.0
7072,2641878,5485887,975.0
7073,5852413,2783575,4570.0
7074,454058,3627861,5.0
7075,5485887,5510678,970.0
7076,2131502,4419683,4560.01
7077,5510678,5439887,10.0
7078,1218664,4695813,5510.0
7079,4695813,4054892,5500.0
7080,4054892,6370460,10.0
7081,4945487,5611525,0.13
7082,5478751,1847894,944.98
7083,1847894,1464731,4550.0
7084,1051001,4434092,10.0
7085,566262,4814248,925.01
7086,4814248,5866048,925.0
7087,5866048,5802457,4545.0
7088,345327,4325427,910.01
7089,4325427,5963837,910.0
7090,5963837,2075040,5435.0
7091,2075040,4536989,10.0
7092,1054412,1665319,5420.0
7093,1665319,3764116,5410.0
7094,3764116,6450332,885.0
7095,6450332,4289267,4525.0
7096,1581756,5941629,10.0
7097,346825,4780807,4519.0
7098,4780807,6126213,8.0
7099,1471731,6318002,4515.0
7100,3489045,5822878,10.0
7101,1211228,3496038,5360.0
7102,423999,3165057,5.01
7103,3496038,1739781,5350.0
7104,1739781,6288337,850.0
7105,6288337,2072389,10.0
7106,2071305,5812919,4500.0
7107,198921,5454035,5320.0
7108,5454035,6375531,10.0
7109,5693931,4991923,4490.0
7110,4163935,1561734,820.0
7111,1543784,975400,5.0
7112,2511322,3165057,4480.02
7113,1561734,5426033,5285.0
7114,5426033,1507430,810.0
7115,1507430,4888670,155.0
7116,4668489,4510199,9.0
7117,1750322,1930233,5.98
7118,5802457,6276353,4470.0
7119,1239494,5795226,790.0
7120,5795226,6282209,5245.0
7121,6282209,4064810,10.0
7122,2816036,6375531,4465.0
7123,4012099,3019868,10.0
7124,2543425,2676236,5.98
7125,1438156,6251926,4455.0
7126,6251926,1438156,5.0
7127,1038004,5174831,105.0
7128,1438156,6251926,4450.0
7129,6251926,1438156,5.0
7130,1438156,6251926,5.0
7131,2542071,5109090,5195.0
7132,5109090,2127584,4445.0
7133,931167,6375531,10.0
7134,622450,3485213,4440.0
7135,1836174,3792641,10.0
7136,1343132,2838310,5155.0
7137,2838310,6152809,725.0
7138,6152809,2984364,720.0
7139,736954,4569014,4425.0
7140,2984364,1491483,5130.0
7141,2638089,6379779,6.0
7142,1491483,6142167,4420.0
7143,3464857,2639021,10.0
7144,2481026,4685864,4415.0
7145,1584982,4672671,10.0
7146,2692993,4957200,690.0
7147,1767646,3912969,4405.0
7148,4957200,4609000,4405.0
7149,2642102,2574568,680.0
7150,2574568,4718265,5065.0
7151,4718265,3519861,670.0
7152,3519861,3496636,4395.0
7153,2050184,5630379,660.0
7154,5630379,4144129,10.0
7155,1161455,6375531,4390.0
7156,208051,6375531,10.0
7157,4977737,3718668,6380.0
7158,5580676,3509938,639.0
7159,3509938,5961975,631.0
7160,5961975,4150803,5000.0
7161,3835092,811708,5.0
7162,4547963,2176128,1.0
7163,4150803,5926560,4375.0
7164,811708,5523003,5.0
7165,2470230,5098014,620.0
7166,5098014,4615970,4370.0
7167,2177237,2810025,10.0
7168,1306584,5780746,4365.0
7169,3667605,6015935,4950.0
7170,6015935,1580115,595.0
7171,2022351,6081819,4350.01
7172,1580115,5784546,590.0
7173,4780457,3835092,5.0
7174,3438282,2314475,4345.0
7175,5784546,4715408,10.0
7176,3835092,5777305,4335.0
7177,4279434,6379779,4331.0
7178,4457720,4759821,11.2
7179,4759821,5523003,11.1
7180,129710,2264494,4330.0
7181,6103436,585345,5.0
7182,5777305,3835092,4320.0
7183,5523003,4406012,4315.04
7184,5523003,3572312,4311.0
7185,658879,2079222,575.0
7186,843284,5258984,5.01
7187,2079222,5035520,4310.0
7188,51528,5381511,10.09
7189,5381511,3835092,5.0
7190,3688665,516606,4855.0
7191,516606,4238820,560.0
7192,4238820,3090160,4295.0
7193,5237281,5354259,4288.99
7194,183275,4515712,550.0
7195,4515712,4186174,10.0
7196,2266260,5582113,4815.0
7197,5582113,4601512,535.0
7198,4601512,5342340,4800.0
7199,3835092,2872094,4270.0
7200,2872094,3835092,5.0
7201,3835092,2872094,10.1
7202,2872094,3835092,4260.0
7203,5342340,4633554,10.0
7204,1192002,4633554,4260.0
7205,3652892,4527337,10.0
7206,4192969,2224773,5.0
7207,2904172,1954463,4251.0
7208,1760972,5523003,4245.0
7209,3274127,2346385,6.8
7210,2314475,4457720,6.9
7211,1806313,6103959,4740.0
7212,6103959,5587195,4730.0
7213,5587195,4937449,500.0
7214,1769737,3662574,8225.0
7215,4081073,449470,5.0
7216,4610063,4740059,0.1
7217,4937449,2038117,9.0
7218,149762,4290893,5.9
7219,2635154,6195436,4225.0
7220,933165,3749741,480.0
7221,3749741,4735498,475.0
7222,4735498,3298856,4220.0
7223,3190411,6473888,10.0
7224,806796,2131503,4215.0
7225,1641761,2890660,454.0
7226,2890660,5463488,4210.0
7227,1857507,5899723,445.0
7228,5899723,2277938,436.0
7229,2277938,1216282,9.0
7230,293518,6195436,10.0
7231,1683429,5638494,4620.0
7232,5638494,4296561,420.0
7233,4296561,5453801,4200.0
7234,5444979,5728748,410.0
7235,5728748,4159795,4195.0
7236,763633,2996664,10.0
7237,689010,4572899,4185.0
7238,6182680,4572899,4165.0
7239,816766,3564321,4550.0
7240,3564321,3704107,10.0
7241,267361,5656048,4160.0
7242,5265322,2917240,10.0
7243,850561,2758653,4520.0
7244,2758653,6328642,10.0
7245,3719830,4953079,361.7
7246,4953079,3207207,357.3
7247,3207207,657071,4150.0
7248,932623,3120415,5.0
7249,612068,2954039,4485.0
7250,2954039,5009863,345.0
7251,5009863,5688506,340.0
7252,5688506,4843168,4140.0
7253,3039289,6304735,10.0
7254,3461151,6473888,4135.0
7255,4711202,1084382,4125.0
7256,464632,1084382,5.0
7257,1139854,5900229,4120.01
7258,6483969,2412589,4563.34
7259,2412589,1200882,452.34
7260,1200882,6271991,5.0
7261,6275607,1566089,4110.0
7262,1084382,511495,4100.0
7263,1084382,3214689,5.0
7264,5337346,4734356,4410.0
7265,1070171,6053943,8.58
7266,4734356,4805338,205.0
7267,21504,4064772,9.5
7268,2157742,5004420,5.5
7269,1898631,5498532,4095.0
7270,2391924,5775533,10.0
7271,2322973,6231645,4090.0
7272,325347,6157535,290.0
7273,6157535,5790458,10.0
7274,2855069,2444144,4084.0
7275,1541554,3934170,5.0
7276,3390577,5213339,4080.0
7277,3519645,6216790,4075.0
7278,4464933,1475404,10.0
7279,1364856,4994487,4070.0
7280,2601972,5628701,260.0
7281,5628701,3908201,255.0
7282,3908201,4277732,4305.0
7283,4277732,3889085,4295.0
7284,3889085,5343437,240.0
7285,5343437,4661260,4280.0
7286,4661260,5460406,230.0
7287,5460406,6259905,225.0
7288,6259905,6463267,4050.0
7289,4823156,6421617,4045.0
7290,259162,6017944,10.0
7291,4316529,5039393,4040.0
7292,626974,4410771,10.0
7293,2276692,4568086,10.0
7294,4467027,5575564,4215.0
7295,2142633,3737032,5.02
7296,5575564,5110397,4030.0
7297,4660249,5508207,4195.0
7298,5508207,4994832,10.0
7299,1889023,3782533,5.0
7300,6421617,3782533,4015.0
7301,4568086,3782533,4010.0
7302,4526060,5852220,10.0
7303,4249171,3228664,10.0
7304,500474,6233595,4160.0
7305,6233595,5878106,827.0
7306,5878106,4800607,5145.0
7307,5523003,4564258,4020.0
7308,4800607,5351400,150.0
7309,4564258,2129056,4.99
7310,5351400,5969058,135.01
7311,5969058,2692279,10.0
7312,2582756,6223918,4120.0
7313,6223918,5613839,14.99
7314,4761701,1671057,10.0
7315,1052391,6381039,4100.0
7316,1279301,19514,3.5
7317,6381039,5824015,10.0
7318,5506787,5750959,3990.0
7319,1618217,5551994,3980.02
7320,4749578,6378799,100.0
7321,6378799,6259239,95.0
7322,6259239,5608386,4060.0
7323,5608386,5497133,10.0
7324,2129056,4330415,3970.0
7325,3277621,5887572,80.0
7326,5887572,4460122,3970.0
7327,1197814,1826395,3965.0
7328,702969,2678824,65.0
7329,2678824,5844642,4010.0
7330,5844642,6138748,5.0
7331,4994832,5342839,6.0
7332,657071,5342839,3950.0
7333,2783154,3838198,3895.0
7334,4609000,4535848,5.0
7335,3801306,5685888,3890.0
7336,1896345,4434492,3910.0
7337,4434492,4821333,10.0
7338,4535206,3358072,10.0
7339,801350,4312105,10.0
7340,5342839,6379779,15.0
7341,5342839,4572899,5.0
7342,2416568,4056255,20.0
7343,4056255,5778440,6.0
7344,5778440,1346317,4.0
7345,1084382,3995155,3880.0
7346,209595,5559015,995.0
7347,5559015,2630812,5.01
7348,2630812,4911147,4.99
7349,1084382,5827119,5.0
7350,1869002,2156981,5.01
7351,1251470,5716528,978.98
7352,5716528,5504548,10.0
7353,5304226,4385043,5.01
7354,134187,6474619,3.97
7355,3282655,3615176,5.01
7356,1223409,1084382,4.96
7357,954040,2409534,5.01
7358,2355029,4531372,8.95
7359,4359162,2673363,945.01
7360,2673363,4536225,8.94
7361,2698296,3427232,940.0
7362,3427232,4562253,4800.0
7363,4562253,1463349,10.0
7364,6047423,530454,3865.0
7365,3125804,6276353,3869.9
7366,420250,1209736,10.0
7367,537274,4563658,4770.0
7368,4563658,3216580,915.0
7369,6474619,5475053,5.0
7370,3216580,3834123,4755.0
7371,2535346,6276353,14.9
7372,5414262,6276353,3854.9
7373,3834123,5947263,905.0
7374,5947263,5255998,4735.0
7375,5255998,4398061,10.0
7376,646898,5835008,5835.0
7377,3088498,4844509,890.0
7378,4844509,6171571,10.0
7379,3092204,2585582,3835.0
7380,1218594,4623904,4695.0
7381,4623904,2113657,870.0
7382,2113657,4630069,4680.0
7383,238280,4408714,15.0
7384,4630069,1800981,860.0
7385,1800981,4408714,3820.0
7386,1888242,3657150,10.0
7387,5492075,3934170,3810.0
7388,2727460,6276353,3814.3
7389,3883601,3934170,6.0
7390,3560870,4408714,3805.0
7391,362546,4408714,10.0
7392,2681977,3977198,10.0
7393,1627508,4895140,4620.0
7394,4182649,4296626,3805.0
7395,4895140,6171059,10.0
7396,4901467,1907240,10.0
7397,1329878,1721571,3790.0
7398,4186174,3934170,3780.0
7399,1040023,4070120,10.0
7400,1182819,2089492,10.0
7401,1933673,3993390,3780.0
7402,255738,5266385,4560.0
7403,5266385,3912415,10.0
7404,1372744,3912415,3770.0
7405,2890331,1285800,780.0
7406,1934378,1934378,5.0
7407,1285800,4668041,4530.0
7408,4668041,3756219,3760.0
7409,791477,6359094,10.0
7410,4059243,5015060,10.0
7411,5611525,3706646,3750.06
7412,4989151,5819640,3750.0
7413,916337,5023894,750.0
7414,5023894,4575598,10.0
7415,6149558,1084382,3740.0
7416,5289855,3481499,104.99
7417,498188,6154249,3735.0
7418,1084382,2097590,25.0
7419,2097590,6100946,5.01
7420,3949081,4325459,10.97
7421,910106,5059577,3730.0
7422,4325459,4993158,10.0
7423,2110902,1895913,3725.0
7424,1320537,2857432,5.0
7425,893118,4772695,0.01
7426,3481499,3994962,9.98
7427,245846,2756025,3724.94
7428,2306,1084382,3720.0
7429,92372,3061546,10.0
7430,1612472,957050,10.0
7431,487479,4457806,3710.0
7432,1960704,3769148,10.0
7433,65624,5811430,3701.0
7434,1125785,5543430,720.0
7435,4108863,1848969,3695.0
7436,5543430,5111861,3695.0
7437,47758,5965740,710.0
7438,5965740,6390970,4385.0
7439,6390970,5769000,10.0
7440,1649934,2706559,4370.0
7441,2706559,3376550,4360.0
7442,3376550,2081285,685.0
7443,2081285,4649110,10.0
7444,1880468,4321774,4340.0
7445,4321774,3163122,3670.0
7446,1386001,3498329,665.0
7447,3498329,6057204,3665.0
7448,5032074,5992669,10.0
7449,4396118,3121824,4300.0
7450,3121824,4924029,10.0
7451,3437284,5439324,3655.0
7452,452918,1819632,10.0
7453,1238093,2464982,10.0
7454,444254,5811085,4265.0
7455,5811085,3742231,3645.0
7456,1908760,2221362,10.0
7457,974148,4586343,10.0
7458,5819640,3934170,3635.0
7459,3581940,6261646,4230.0
7460,6261646,5745053,600.0
7461,5745053,6301670,3630.0
7462,1404574,4482259,590.0
7463,4482259,3462673,585.0
7464,3462673,3938618,3625.0
7465,2848212,3516497,3620.0
7466,3246860,3285951,10.0
7467,976180,5813217,4170.0
7468,5813217,3412996,10.0
7469,2264332,4731140,4155.0
7470,4731140,6405594,10.0
7471,1062766,3975856,545.0
7472,5458985,5289172,3607.5
7473,3975856,2610353,540.0
7474,6332293,3239441,7.99
7475,2610353,5843381,3595.0
7476,4103915,4352697,10.0
7477,5458985,5289172,3587.0
7478,3961988,4463778,525.0
7479,4463778,4067598,3585.0
7480,1977389,2614630,10.0
7481,180101,5645555,4080.0
7482,5645555,5835924,505.0
7483,1084382,3244412,3570.27
7484,3706646,1305912,5.05
7485,5835924,5890322,4060.0
7486,161887,2860417,5.0
7487,3244412,5223487,5.22
7488,5223487,4134863,3550.17
7489,4134863,1812851,5.05
7490,736218,4848486,3545.07
7491,4848486,6195067,3540.05
7492,1201775,1765039,6.0
7493,1084382,5476269,3535.05
7494,3476208,1927537,5.58
7495,1927537,2330925,5.53
7496,2330925,131154,3530.48
7497,131154,5939198,5.05
7498,4659877,2531910,3525.05
7499,1812851,4428892,5.0
7500,965835,4440654,3522.89
7501,273805,6258739,5.05
7502,2789313,5946171,5.28
7503,4440654,1765039,3500.89
7504,1084382,6195067,5.05
7505,5946171,5235245,3495.23
7506,5235245,2049034,5.18
7507,2049034,5248281,5.05
7508,5065476,5126053,3490.08
7509,5126053,6195067,5.05
7510,5817015,6195067,3485.05
7511,2559414,6195067,1.05
7512,3426906,6195067,4.05
7513,2632097,6195067,4.05
7514,2528101,3199057,1.7
7515,3199057,6236949,0.15000000000000002
7516,5811430,5387464,1.8900000000000001
7517,5094645,5288765,5.6
7518,5288765,4652399,3480.05
7519,128807,1112716,3475.05
7520,5387464,4269766,5.98
7521,4269766,2669525,3470.01
7522,12501,2669525,5.01
7523,1597321,2669525,5.01
7524,159214,2804914,3465.94
7525,2804914,2669525,5.01
7526,1569791,2669525,3460.01
7527,182681,2669525,3455.01
7528,1449358,5096211,5.9
7529,5096211,2669525,3450.01
7530,1503422,2669525,5.01
7531,1393271,6127411,5.87
7532,6127411,6004423,3445.86
7533,6004423,2669525,5.01
7534,447199,2769676,3440.45
7535,1663369,5438879,3435.84
7536,2769676,6258739,5.05
7537,5887556,1259995,3430.35
7538,5438879,2669525,5.01
7539,1908879,2669525,5.01
7540,1449159,3243688,3425.81
7541,3243688,5537564,5.8
7542,5537564,2669525,3420.01
7543,1154576,4002570,3415.78
7544,4002570,2669525,5.01
7545,1389949,3807488,5.76
7546,3807488,3136438,3410.75
7547,3136438,2669525,3405.01
7548,625213,2698949,5.73
7549,2698949,5279283,5.72
7550,5279283,2669525,3400.01
7551,392397,2896118,3395.7
7552,2896118,2669525,5.01
7553,378240,3133755,5.68
7554,3133755,6234712,3390.67
7555,6234712,3336392,5.66
7556,3336392,2669525,3385.01
7557,1113953,2669525,5.01
7558,1576388,2669525,3380.01
7559,1709000,5297327,3375.62
7560,5297327,2669525,5.01
7561,957825,2669525,3370.01
7562,1319466,2669525,5.01
7563,138898,2669525,5.01
7564,1999749,2669525,3365.01
7565,68925,6113598,5.5600000000000005
7566,6113598,6266533,3360.55
7567,6266533,2669525,4.02
7568,2504681,2669525,1.0
7569,320102,2669525,0.8200000000000001
7570,457338,6343635,3.71
7571,6343635,2669525,5.01
7572,1018523,2669525,3355.01
7573,1507264,4327424,3350.48
7574,4327424,4310354,5.47
7575,4310354,2669525,5.01
7576,653976,2669525,3345.01
7577,2189363,2669525,3340.01
7578,1188725,3348541,5.43
7579,3348541,2669525,5.01
7580,1231176,2669525,3335.01
7581,655184,3688428,3330.4
7582,3688428,4882375,5.39
7583,4882375,4727788,3325.38
7584,1259995,1211944,5.3
7585,4727788,2678445,5.37
7586,2678445,2770965,5.36
7587,2770965,2669525,3320.01
7588,1211944,3174184,5.05
7589,1135951,2669525,3315.01
7590,2625564,4533590,5.33
7591,4533590,4717647,3310.32
7592,4717647,4898393,3305.31
7593,4898393,6087807,5.3
7594,6087807,4881253,3300.29
7595,4881253,2669525,5.01
7596,791693,2669525,3295.01
7597,365743,2669525,5.01
7598,2492127,5242138,5.25
7599,5242138,2669525,3290.01
7600,2112045,3720315,3285.23
7601,3720315,3232562,5.22
7602,3232562,3525835,5.21
7603,3525835,5414100,3280.2
7604,5414100,3583819,5.19
7605,3583819,4597072,3275.18
7606,4597072,5367945,5.17
7607,5367945,4759663,3270.16
7608,4759663,4119480,3265.15
7609,4119480,2669525,5.01
7610,1438889,2669525,3260.01
7611,2053489,4693416,5.12
7612,4693416,3355249,5.11
7613,3355249,4262119,3255.1
7614,4262119,6269273,3250.09
7615,6269273,4900767,5.08
7616,4900767,3408055,5.07
7617,3408055,2669525,3245.01
7618,1078254,2669525,5.01
7619,2245543,4309956,3240.04
7620,4309956,2669525,5.01
7621,197674,5570375,3235.02
7622,5570375,2669525,5.01
7623,1821667,2669525,3230.0
7624,2669525,47023,3225.0
7625,1879839,5401045,3030.2
7626,5401045,6034995,5.15
7627,6034995,6374532,3025.05
7628,2038309,4489287,5.05
7629,2143871,2955848,3020.0
7630,5890322,4782111,3015.05
7631,1499516,3374437,499.9
7632,3374437,3908995,496.56
7633,47023,747929,5.0
7634,747929,2669525,3010.01
7635,3908995,6206609,499.8
7636,6206609,6166892,5.05
7637,642140,4429870,3012.98
7638,4990900,4844433,5.05
7639,4429870,3630821,3007.97
7640,2141695,3543135,5.05
7641,3630821,2669525,15.02
7642,164470,2669525,15.02
7643,2178357,2669525,5.01
7644,408024,2669525,2995.01
7645,2521508,2669525,5.01
7646,2549763,2669525,2990.01
7647,768599,3713756,2992.9
7648,3713756,4634100,12.89
7649,4634100,2669525,5.01
7650,2037246,2669525,2980.01
7651,2199850,5737574,22.87
7652,5737574,3455118,2982.85
7653,3455118,2669525,5.01
7654,2473963,5177413,2977.83
7655,5177413,4153709,12.82
7656,4153709,5186480,12.809999999999999
7657,5186480,2669525,2965.01
7658,1777661,6153078,8.79
7659,6153078,3973520,11.780000000000001
7660,3973520,3738520,2967.77
7661,3738520,4957563,12.76
7662,4957563,2669525,5.01
7663,2557312,2669525,2955.01
7664,79474,2669525,5.01
7665,693385,6378383,2957.72
7666,6378383,2669525,5.01
7667,2486296,4215759,2952.7
7668,4215759,2669525,5.01
7669,40932,5323985,8.68
7670,5323985,2669525,4.96
7671,398042,4786333,7.71
7672,4786333,3665145,12.65
7673,3665145,2669525,2940.01
7674,1084909,2669525,5.01
7675,1784507,2669525,2935.01
7676,567701,2669525,5.01
7677,617362,2669525,2930.01
7678,2506556,2669525,5.01
7679,90837,2669525,2925.01
7680,590208,2669525,5.01
7681,1298989,2669525,2920.01
7682,2294012,6379587,12.55
7683,6379587,2669525,5.01
7684,55478,5395930,2922.53
7685,5395930,2939997,12.52
7686,2939997,4768348,2917.51
7687,4768348,2858238,12.5
7688,2858238,5536999,2912.49
7689,5536999,6101366,12.48
7690,6101366,2898365,2907.47
7691,2898365,5872830,12.46
7692,5872830,2669525,2895.01
7693,2623027,5951935,22.44
7694,5951935,3866449,12.43
7695,3866449,5822588,2897.42
7696,5822588,2669525,5.01
7697,2443096,3200347,2892.4
7698,3200347,2694456,11.39
7699,2694456,2669525,1.01
7700,2322988,4450735,12.370000000000001
7701,4450735,5384212,2887.36
7702,5384212,2669525,5.01
7703,140826,2669525,2875.01
7704,1583549,5809844,12.33
7705,5809844,4689808,2877.32
7706,4689808,4116715,12.309999999999999
7707,4116715,2669525,2865.01
7708,146564,2669525,2860.01
7709,1881555,2669525,5.01
7710,2623907,3237298,12.27
7711,3237298,2669525,2855.01
7712,435411,2669525,5.01
7713,1245517,4202172,2857.24
7714,4202172,2669525,2845.01
7715,1509462,5052362,12.219999999999999
7716,5052362,4281917,12.21
7717,4281917,3142173,2847.2
7718,3142173,2669525,2835.01
7719,2529702,2669525,5.01
7720,2157048,4206527,2837.17
7721,4206527,4536939,12.16
7722,4536939,5066600,2832.15
7723,5066600,2669525,5.01
7724,486291,2669525,2820.01
7725,1457129,3930603,12.120000000000001
7726,3930603,2669525,2815.01
7727,1386576,4145632,12.1
7728,4145632,5410435,12.09
7729,5410435,2669525,2810.01
7730,2086264,2669525,5.01
7731,1323729,2669525,2805.01
7732,1924378,3230714,9.05
7733,3230714,6222690,10.04
7734,6222690,4738665,2807.03
7735,4738665,4546769,12.02
7736,4546769,2669525,5.01
7737,1371094,4942492,2802.0
7738,4942492,2669525,2790.01
7739,1825296,2854502,11.98
7740,2854502,3730536,2791.97
7741,3730536,3144463,11.96
7742,3144463,4478468,30.82
7743,4478468,2669525,96.18
7744,625278,1390126,5.05
7745,2544670,4684003,2786.93
7746,4684003,4935349,11.92
7747,4935349,2669525,2775.01
7748,106078,5305950,3264.55
7749,763346,2669525,5.01
7750,675600,3576051,2771.89
7751,3576051,2669525,5.01
7752,996420,4337687,2766.87
7753,4337687,6444711,11.86
7754,6444711,3168471,2761.85
7755,3168471,2669525,5.01
7756,479901,5916633,11.83
7757,5916633,2669525,150.01
7758,312852,2669525,5.01
7759,1034378,2943890,2756.8
7760,2943890,3394485,2751.79
7761,3394485,2669525,5.01
7762,2408806,5384834,2746.77
7763,5384834,2669525,5.01
7764,1745079,3682396,11.75
7765,3682396,3917490,2741.74
7766,3917490,2669525,5.01
7767,1084624,4545672,2736.72
7768,4545672,2990320,156.71
7769,2990320,4805680,11.7
7770,4805680,2669525,2725.01
7771,2278816,2669525,5.01
7772,510460,4030465,2726.67
7773,4030465,2669525,2715.01
7774,1344161,2669525,5.01
7775,1096988,2669525,2710.01
7776,584068,2669525,5.01
7777,436586,2669525,2705.01
7778,1419091,6178268,11.61
7779,6178268,2669525,5.01
7780,439674,5346430,2706.59
7781,5346430,5053929,2701.58
7782,5053929,2802796,11.57
7783,2802796,5181726,2696.56
7784,5181726,2669525,5.01
7785,42877,3598108,2691.54
7786,3598108,3326656,11.530000000000001
7787,3326656,2669525,5.01
7788,388418,2669525,2680.01
7789,159775,2669525,5.01
7790,1160939,2669525,2675.01
7791,2252047,4235281,106.48
7792,4235281,3337793,2676.47
7793,3337793,5354211,11.46
7794,5354211,4107273,11.45
7795,4107273,6419491,2671.44
7796,6419491,2669525,400.01
7797,2392767,2669525,5.01
7798,2230362,2669525,2660.01
7799,919871,5990832,11.4
7800,5990832,4724971,11.39
7801,4724971,2669525,2655.01
7802,701872,2669525,2650.01
7803,2458603,2669525,5.01
7804,1415198,2669525,2645.01
7805,983914,4411640,11.34
7806,4411640,2669525,2.51
7807,1002014,5092562,8.82
7808,5092562,3951162,55.31
7809,3951162,2669525,1.01
7810,24077,2669525,40.01
7811,934808,5039673,15.280000000000001
7812,5039673,5403543,26.27
7813,5403543,2669525,20.01
7814,900069,4064622,26.25
7815,4064622,6187854,2646.24
7816,6187854,4668716,11.23
7817,4668716,5532651,2641.22
7818,5532651,4032398,11.21
7819,4032398,5252111,2636.2
7820,5252111,5946280,11.190000000000001
7821,5946280,2669525,5.01
7822,254458,3162650,2631.17
7823,3162650,6415457,2626.16
7824,6415457,2733614,11.15
7825,2733614,2744004,11.14
7826,2744004,5373907,2621.13
7827,5373907,5885866,2616.12
7828,5885866,3973572,11.11
7829,3973572,2669525,5.01
7830,595964,4370399,2611.09
7831,4370399,2669525,5.01
7832,2502194,4754904,2606.07
7833,4754904,3976825,2601.06
7834,3976825,5426736,11.05
7835,5426736,2682458,11.04
7836,5305950,5050852,3084.5
7837,1793498,3934170,5.0
7838,322776,2738578,2585.0
7839,2221362,2221362,2580.0
7840,2682458,5357938,6.53
7841,1510304,2738578,5.0
7842,5357938,2669525,2575.01
7843,5050852,5297773,3064.45
7844,5297773,5758142,5.05
7845,3785873,3712499,514.35
7846,1012022,5507974,2571.01
7847,3712499,6397652,499.3
7848,5507974,5565779,11.0
7849,5565779,2669525,2560.01
7850,574308,6013381,10.98
7851,6013381,2877489,2560.97
7852,2877489,4913021,10.96
7853,4913021,2669525,2550.01
7854,385608,3486332,10.940000000000001
7855,3486332,4575722,2550.93
7856,4575722,2669525,3.01
7857,816620,4150828,10.91
7858,4150828,2669525,2540.01
7859,731457,3560349,10.89
7860,3560349,2669525,2535.01
7861,309243,2669525,2530.01
7862,1939972,4492486,10.86
7863,4492486,5666298,2530.85
7864,5666298,5895879,10.84
7865,5895879,5597743,10.83
7866,5597743,2669525,2520.01
7867,627938,5895620,2520.81
7868,5895620,6210040,10.8
7869,6210040,5168933,10.79
7870,5168933,4443288,2515.78
7871,4443288,6475569,2510.77
7872,6475569,4994548,10.76
7873,4994548,2669525,5.01
7874,1115468,3974428,2505.74
7875,3974428,2669525,2495.01
7876,737743,6235208,10.719999999999999
7877,6235208,6305298,2495.71
7878,6305298,2669525,5.01
7879,17712,2669525,5.01
7880,85157,2669525,2485.01
7881,824641,2669525,55.01
7882,1876570,2669525,0.12
7883,1311931,2669525,0.11
7884,1886554,3847595,2485.64
7885,3847595,2669525,5.01
7886,651969,3397179,15.620000000000001
7887,3397179,4960258,45.61
7888,4960258,6321133,10.6
7889,6321133,6090523,2480.59
7890,6090523,2669525,10.01
7891,705341,2669525,45.01
7892,259430,2669525,5.01
7893,2059491,5560175,2475.55
7894,5560175,2669525,5.01
7895,713682,2669525,2465.01
7896,877123,3535145,10.52
7897,3535145,2841284,10.51
7898,2841284,5289726,10.5
7899,5289726,2669525,5.01
7900,1205474,3569690,2465.48
7901,3569690,2669525,5.01
7902,2051437,3033410,2460.46
7903,3033410,5837740,10.45
7904,5837740,2966886,2455.44
7905,2966886,2669525,5.01
7906,2050453,2669525,2445.01
7907,1727910,2669525,5.01
7908,2547073,2669525,2440.01
7909,1419113,3908057,10.39
7910,3908057,6411156,5.97
7911,6411156,2669525,41.419999999999995
7912,217720,5405915,45.589999999999996
7913,5405915,5946497,6.529999999999999
7914,5946497,3815118,10.34
7915,3815118,4748687,2440.33
7916,4748687,3390511,10.32
7917,3390511,3539394,2435.31
7918,3539394,6461576,2430.3
7919,6461576,5517331,10.29
7920,5517331,2669525,5.01
7921,735169,2669525,2420.01
7922,420736,3322164,10.26
7923,3322164,2669525,2415.01
7924,410964,4510706,2415.24
7925,4510706,2669525,5.01
7926,955892,2669525,5.01
7927,78317,2669525,2405.01
7928,2084848,2669525,5.01
7929,1894316,3056759,2405.19
7930,3056759,4442113,2400.18
7931,4442113,5319125,10.17
7932,5319125,2669525,2390.01
7933,2191476,5179218,10.15
7934,5179218,2669525,5.01
7935,1839097,3043065,10.129999999999999
7936,3043065,3477245,5.13
7937,3477245,3429541,50.1
7938,3429541,5649009,10.1
7939,5649009,6461203,10.09
7940,6461203,6221747,205.08
7941,6221747,2669525,0.02
7942,188130,2669525,5.01
7943,2579441,3744746,2390.05
7944,3744746,3399317,2385.04
7945,3399317,6344941,10.030000000000001
